level_0,index,News,clean_news
11851,11878, 'Kolkata: PWD to check pipes under BT Road,'kolkata: pwd check pipes under road
89435,89537, 'Bengaluru: With no income to pay room rent,'bengaluru: with income pay room rent
41555,41623, March 8-14,march 8-14
103892,104002, 'Goa set to test up to 2,'goa set test
115816,115932, 'Positive cases at Ponda PS increase to 19,'positive cases ponda increase
53255,53332, 'Workers return from Gujarat &amp; Maharashtra,'workers return from gujarat maharashtra
212286,212466, 'Leopard found dead on NH-44,'leopard found dead nh-44
143020,143147, 'BSF IG inaugurates Tanot Mata Temple gate,'bsf inaugurates tanot mata temple gate
145984,146112, 'Uttarakhand HC to hear plea of former SSP who alleged harassment by seniors next week,'uttarakhand hear plea former ssp who alleged harassment seniors next week
207142,207318, 'Employee held for stealing in Ahmedabad,'employee held for stealing ahmedabad
98671,98778, 'Man murders mother after quarrel with her,'man murders mother after quarrel with her
13431,13463, 'Action against sand mafia continues in Morena,'action against sand mafia continues morena
28774,28825, 'Varma’s action drama takes him into the heart of a forest,'varma’s action drama takes him into the heart forest
131197,131317, 'Ahmedabad: FIR filed for illegal drug import from Bangladesh,'ahmedabad: fir filed for illegal drug import from bangladesh
67824,67912, 'Health department keeps close watch on paracetamol buyers,'health department keeps close watch paracetamol buyers
128004,128123, 'NGT orders ignored,'ngt orders ignored
55369,55451, 'Surat city to have 142 urban health clinics,'surat city have 142 urban health clinics
61455,61539, 'Telangana: More masks &amp; sanitisers for Anganwadi workers,'telangana: more masks sanitisers for anganwadi workers
212423,212603, to now cost Rs 100 per trip,now cost 100 per trip
21651,21690, 'Pedestrian signals missing on Jalna Road &amp; other areas,'pedestrian signals missing jalna road other areas
213626,213808, 'Block-level teams for vaccine delivery in West Bengal,'block-level teams for vaccine delivery west bengal
112816,112932, 'Only 36 tankers now supplying water to Nashik district villages,'only tankers now supplying water nashik district villages
66085,66173, 'Firms in Goa producing medical supply to get funding,'firms goa producing medical supply get funding
54031,54109, norms flouted: Patient at JP Hosp,norms flouted: patient hosp
159067,159206, 'Government to woo poll-bound Bihar with PSU projects,'government woo poll-bound bihar with psu projects
33770,33828, 'Minor raped for three months,'minor raped for three months
53633,53711, cuts lending rate by 75 bps,cuts lending rate bps
24798,24842, 'Speeding cases saw a rise in 2019,'speeding cases saw rise 2019
213534,213716, 3 units closed,units closed
35492,35551,"000 sq ft ground 'misused' as parking lot for a decade""","000 ground 'misused' parking lot for decade"""
77253,77347, no money to take care of families; migrants who returned to U’khand worry for their survival,money take care families; migrants who returned u’khand worry for their survival
119408,119526, 68 more test nCov positive,more test ncov positive
174426,174575, 'Ensure all encroachments on Waqf land are removed: Association,'ensure all encroachments waqf land are removed: association
112018,112134,077 cases in Mumbai,077 cases mumbai
201001,201173, 'HC upholds Panjab University decision to scrap LLM admission exam,'hc upholds panjab university decision scrap llm admission exam
118583,118701, 'Plea challenging shifting of IPL matches disposed of,'plea challenging shifting ipl matches disposed
157880,158018, 'Plasma therapy starts at Bhagalpur hospital,'plasma therapy starts bhagalpur hospital
96365,96471, 'Cop sprints to deliver milk to 4-month-old in moving train,'cop sprints deliver milk 4-month-old moving train
148769,148901, 'Jayanthi Mahotsav at Suttur Mutt to be held virtually on Aug 29,'jayanthi mahotsav suttur mutt held virtually aug
8291,8315, 'Stalker threatens girl with acid attack in Ahmedabad,'stalker threatens girl with acid attack ahmedabad
127645,127764, 'U’khand MLA approaches assembly Speaker against US Nagar DM,'u’khand mla approaches assembly speaker against nagar
120219,120337, 'Edu minister offers thanks to Polali deity for success of SSLC exams,'edu minister offers thanks polali deity for success sslc exams
94787,94891, '14 new Covid-19 positive cases reported in Varanasi,'14 new covid-19 positive cases reported varanasi
148243,148374, 'Mahad building collapse: 13 dead,'mahad building collapse: dead
31275,31327, but auditors have concerns,but auditors have concerns
144319,144446, 'Over 62k anganwadi staff burdened with extra work,'over 62k anganwadi staff burdened with extra work
178753,178906, 'At 324 mm,'at 324
77947,78042, 'CMHS to host virtual seminar,'cmhs host virtual seminar
188529,188692," ""CISF report rebuts cops' Munger claim""","""cisf report rebuts cops' munger claim"""
207717,207894, 'Two undertrials escape from Midnapore prison,'two undertrials escape from midnapore prison
57075,57157, 'Amravati ZP to screen all villagers for health ailments,'amravati screen all villagers for health ailments
35843,35902, '3 held for student’s murder 2 yrs ago,held for student’s murder yrs ago
154345,154481, 'Cabinet gives nod to proposal allowing locals to set up solar power plant on rebate,'cabinet gives nod proposal allowing locals set solar power plant rebate
183668,183829, '2.3 km-long Girnar ropeway to facilitate 5-6 lakh people every year,'2.3 km-long girnar ropeway facilitate 5-6 lakh people every year
193443,193609, 'Portraits of a nation state,'portraits nation state
194356,194522, '243 new Covid-19 cases,'243 new covid-19 cases
46298,46369, 'Quepem rape case: Curtorim police book offence for circulating survivor’s photo,'quepem rape case: curtorim police book offence for circulating survivor’s photo
96187,96292, laundry services to stay afloat,laundry services stay afloat
9573,9598, 'Jaipur: Campaigning for first phase of panchayat elections ends,'jaipur: campaigning for first phase panchayat elections ends
31105,31157, court indicts SIT for shoddy probe,court indicts sit for shoddy probe
193874,194040, '60% of flights now back in Kolkata airspace,'60% flights now back kolkata airspace
97802,97908, allow farmers to sell produce outside state,allow farmers sell produce outside state
167273,167419, 'Two courier company’s drivers booked for stealing 60 phones,'two courier company’s drivers booked for stealing phones
94842,94946, '500 street vendors resume business,'500 street vendors resume business
149151,149283, 'Inmates of girls’ paying guest accommodation thrash intruder,'inmates girls’ paying guest accommodation thrash intruder
969,974, '‘Gold imports to state in 2019 lowest since 2004’,'‘gold imports state 2019 lowest since 2004’
131562,131682, 'Malayali nurse stabbed,'malayali nurse stabbed
95728,95833, 'Fishers avoid sea despite relaxation,'fishers avoid sea despite relaxation
177146,177299, 1.7k cases,1.7k cases
194301,194467, 'DoE rap for govt schools inaccessible to disabled,'doe rap for govt schools inaccessible disabled
143787,143914, 'When Pandit Jasraj came to sing to a 6-year-old fan,'when pandit jasraj came sing 6-year-old fan
110264,110377, land in Goa,land goa
57913,57995, 'Disinfection drive held at Siolim,'disinfection drive held siolim
159254,159393,270 cases; slight dip in GHMC,270 cases; slight dip ghmc
112823,112939, 'CBSE’s assessment scheme for nixed exams causes worry,'cbse’s assessment scheme for nixed exams causes worry
108908,109021, 'With govt backtracking,'with govt backtracking
60744,60827, yearn to return home,yearn return home
42627,42695, 'Covid-19 scare takes colour off Holi festivities,'covid-19 scare takes colour off holi festivities
162338,162479, 'Five Covid cases recorded at IIM-A,'five covid cases recorded iim-a
151923,152059, 'Set up testing centres at all ISBTs,'set testing centres all isbts
161718,161859, 'Poor quality food’ &amp; ‘lack of medicine’ at Bulandshahr Covid hospital,'poor quality food’ ‘lack medicine’ bulandshahr covid hospital
55462,55544, loots vendors,loots vendors
53913,53991, 'Covid-19: Plan to send samples to Thiruvananthapuram irks healthcare providers,'covid-19: plan send samples thiruvananthapuram irks healthcare providers
95727,95832, 'Construction activity begins in Nashik city,'construction activity begins nashik city
23059,23099, four batteries found in Kalamba Jail,four batteries found kalamba jail
175305,175456, 'Tuticorin temple gets nod to allow 8K people for Dussera fest,'tuticorin temple gets nod allow people for dussera fest
40314,40381, 'When pets paraded through city’s college campus,'when pets paraded through city’s college campus
112370,112486, 'IPS officer in city tests Covid-19 positive,'ips officer city tests covid-19 positive
116462,116578, 'Pune: Spike in infection in several villages,'pune: spike infection several villages
80166,80261, 'Ahmedabad: 11 held for violating lockdown,'ahmedabad: held for violating lockdown
172948,173097, 'Mfg placement almost zero; Ed-Tech companies shimmer,'mfg placement almost zero; ed-tech companies shimmer
32600,32656, 'Chennai may get light rain,'chennai may get light rain
150724,150857, 'Lockdown back in Chanda,'lockdown back chanda
220158,220346,000kg garbage from Anaikatti Road,000kg garbage from anaikatti road
39078,39142,300 beds in isolation wards,300 beds isolation wards
103224,103334, 'Corpn sees spike in complaints,'corpn sees spike complaints
92755,92858, send thanks,send thanks
29201,29252, 'Maharashtra CM Uddhav Thackeray offers to set up first varsity for judges in state,'maharashtra uddhav thackeray offers set first varsity for judges state
67806,67894, 'Suicide by tanker owner: AAP MLA Prakash Jarwal,'suicide tanker owner: aap mla prakash jarwal
72982,73073, 'Leopard spotted in Kanakagiri forest,'leopard spotted kanakagiri forest
91167,91269, 'Four arrested for murder of student in Telangana,'four arrested for murder student telangana
66469,66557, 'TCS Q4 revenue growth one of its lowest ever,'tcs revenue growth one its lowest ever
5152,5170, 'Kerala: Over 26,'kerala: over
109603,109716, 'Tankha tells Centre to invoke EPA on Chinese investments,'tankha tells centre invoke epa chinese investments
8880,8905, 'New plaint against municipality official at Anthoor,'new plaint against municipality official anthoor
73480,73571, 'Kerala: Doctors find new friends in tiny tots,'kerala: doctors find new friends tiny tots
213535,213717, 'Kerala local body polls: Candidates remove posters,'kerala local body polls: candidates remove posters
47677,47749, 'Delhi: Fight over marriage ends in girl’s murder,'delhi: fight over marriage ends girl’s murder
67498,67586, says Harvard professor Arthur C Brooks,says harvard professor arthur brooks
3999,4011, 'Minati Mishra dies at 91 in Switzerland,'minati mishra dies switzerland
157922,158060, 'Two women held for hunting peacock,'two women held for hunting peacock
124130,124249, '45% of +ve Mumbaikars now in home treatment,'45% +ve mumbaikars now home treatment
16050,16084, 'PAU employees submit nominations for union polls,'pau employees submit nominations for union polls
132919,133040, 'Massive deficit in 4 dams as showers elude catchments in Pune,'massive deficit dams showers elude catchments pune
